author,text,date,likes,polarity,rating,emotion,aspect
Wǒ shì shéi?,mohon MAAF nih jangan disamain UMR JEPANG VS INDO,-,0,Negatif,5,Marah,Mentan:Blunder
ellah🦢,ini benar dpr ngk sih.,-,0,Negatif,2,Sarkas,Beras:Mahal
sera,sok ngagampangken wae.,-,0,Negatif,2,Sarkas,Beras:Mahal
Masbay,pokoke petani makmur gpp.. aku petani,-,0,Positif,5,Senang,Petani:Makmur
ryhan,ekonomi Jepang maju... Konoha maju korupsi e pak... beda. 😂😂,-,0,Negatif,2,Sarkas,Eonomi Jepang:Maju Korupsi
popol,"minimal mikir dulu lahh kalo mau mensejahterakan kan petani, harusnya pemerintah punya ide yg lebih baik, bukannya menaikan harga segampang itu",-,0,Negatif,2,Marah,Harga:BerasMahal
yeah,"ga papa lah,yang penting ada bahan buat debat,jadi biar dikirianya ga kerja Mulu,walaupun 90% nya ga masuk akal",-,0,Negatif,2,Sarkas,Beras:Mahal
mbahso,jepang makmur cukkk,-,0,Positif,5,Senang,Jepang:Makmur
sprunki skyu,"bandingin sama Jepang nya hukumnya dong pak... pejabat koruptor klo di Jepang di apain, ngadi² bae para pejabat ini makin kesana makin kesini pd jd pelawak semua...",-,0,Negatif,1,Marah,Mentan:Blunder
𝕷𝖆𝖟𝖞𝕭𝖔𝖞,🤣,-,0,Negatif,2,Sarkas,Beras:Mahal
angga,"lah jepang warganya beda sama warga di indonesia,di jepang masyarakatnya sejahtera,kocak kocak",-,0,Negatif,2,Sarkas,Jepang:Berbeda
ssss,benar buh mantap 👍,-,0,Negatif,2,Sarkas,Beras:Mahal
Redwt,"logika yg membagongkan, bisa bisa nyamain dengan japan, gaji aja jauh bedanya",-,0,Negatif,1,Sarkas,Logika:Mengeluh
i c a,mnding gaji msyrkt aja yg d naikin pak d0ngo,-,0,Negatif,2,Sarkas,Gaji:Kecil
D,yah disamakan dengan jepang,-,0,Negatif,2,Sarkas,Jepang:Beda
caszie.loki,jepang gajinya minimal 30 juta rupiah pak,-,0,Negatif,1,Sarkas,Gaji:Kecil
TATTOO PANGKALAN KERINCI,🤣🤣🤣🤣🤣🤣🤣🤣,-,0,Negatif,5,Sarkas,Mentan:Blunder
nta,lah jepang negara maju transport sekolah rumah sakit di tanggung negara😂,-,0,Negatif,2,Sarkas,Jepang:NotComparable
azmi01,"aduh bapak gaji saya aja cuman 3 JT per BLN ,, belom potongan nah jepang BRP gaji per BLN ny aduh pak pak ,,lah buat DPR gak papa lah buat kita nagis pan KLW di harga segitu mah gak makan kita",-,0,Negatif,1,Marah,Gaji:Kecil
👀,anda mempermalukan diri sendiri. jauuuh indo sama jepang umr nya wkwkwk lucuu Skali anda. lantas di mana letak sisi positifnya jika wakil rakyat pemikirannya smua sperti anda anda iniii,-,0,Negatif,1,Sarkas,Mentan:Blunder
ᶻ 𝗓 𐰁,"sukanya banding2in sama negara lain, kinerja pemerintah smaa gak sama di jepang, ya kalo beras mahal emg duitnya nyampe petani mah gapapa 🙄",-,0,Negatif,2,Sarkas,Banding:Kritik
Panz Kidzz,kalo harga beras naik gaji DPR turunin 🗿,-,0,Negatif,1,Sarkas,Gaji:Dikurangi
gapenting...0,asbunnn banget si asbunn..,-,0,Negatif,1,Sarkas,Asbunnn:Beda
Yσσяυ,UMR 4 kebawah di bandinngin sama UMR 10jt ke atas stress,-,0,Negatif,1,Marah,UMR:BedaDenganJepang
🧚‍♀️,Umr na g beda jauh atuh ah😭,-,0,Negatif,2,Sedih,UMR:BedaJauh
𝕱𝖔𝖙𝖇𝖆𝖑𝖑𝖎𝖉𝖓𝖓,SURUH MENTERI INI JADI WARGA NEGARA JEPANG,-,0,Negatif,5,Marah,Mentan:Blunder
Zzzz,UMR jepang brapa perasaan sekarang DPR pengetahuan nya minim2 yah kira2 knpa,-,0,Negatif,1,Marah,UMR Jepang:Kaget
Carrebiannut☕,mending balik pak. mancing ikan ajah,-,0,Negatif,2,Sarkas,Mentan:Blunder
𝕱𝖔𝖙𝖇𝖆𝖑𝖑𝖎𝖉𝖓𝖓,tanya gaji u m r rakyat anda wahai pejabat pintar Indonesia,-,0,Negatif,2,Marah,Mentan:Blunder
nhuy98,di jepang gajih 15-20 juta😅😅😅kita di kasih 100/kg gajih 3 juta ya abis buat beli beras doank sebulan..,-,0,Negatif,5,Marah,Mentan:Blunder
Alwysss,Ini keliatan bgt kosong isi nya ya. Naik sedikit itu jg udah berdampak kepada rakyat. Mensejahtrajan rakyat pupuk mahal hasil panen murah. Ah,-,0,Negatif,2,Marah,Mentan:BedaHarga
putrisrahayu77,kmh sia ah lieur,-,0,Negatif,1,Sarkas,Mentan:Blunder
Mas pam,"Ibarat ngadu barang kw sama barang ori, ada gila”nya",-,0,Negatif,1,Sarkas,Beras:Mahal
HIYANYA,ini orang bandingin Indonesia sama sekelas jepang beda jauhhhhhhhhh,-,0,Negatif,1,Marah,Bandingan:Kritik
rosmathv,pindah jadi DPR jepang sana pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
zonanyaman,mata uang jepang sama indonesia beda bb,-,0,Negatif,2,Sarkas,Mata Uang:Berbeda
afif,🗿🗿,-,0,Negatif,1,Marah,Mentan:Blunder
Dz1k,tol kau sama kan sama Jepang pulaa,-,0,Negatif,2,Sarkas,Mentan:Blunder
aira,kalo mau ngebandingin sm jepang minima gaji kita jga sebanding sm jepang on ol😌,-,0,Positif,5,Senang,Gaji:Kecil
Dari Kontak Anda,"INDONESIA BELUM MERDEKA, INDONESIA MASIH DI JAJAH YANG PUNYA KUASA😂",-,0,Negatif,5,Sarkas,INDONESIA:Mahal
akuuAYU🍃,Iki Indonesia pakkk udu jepang😭,-,0,Negatif,2,Sarkas,Mentan:Blunder
raketnyamook,Ngakak banget dibandingin sama Jepang 🙂,-,0,Positif,5,Senang,Jepang:Sarkas
10,ya Allah ko dia bisa jadi DPR ampunnn,-,0,Negatif,1,Marah,Mentan:Blunder
darksist300,"cetak trus duitnya buat gajih kalian. biarkan nilai uang kita hancur, saya usulkan 1 butir beras hrga nya 10rb, tapi perdetik UMR UMK 100rb. paham",-,0,Negatif,5,Marah,UMR:Mahal
🌜🦄,"Yudh samain aja pejabat Indonesia sama Jepang, udah beda kelas, pejabat indo mah yg penting ngomong ga perduli ada isi atau ngga",-,0,Negatif,2,Sarkas,Pejabat Indonesia:Blunder
Racun by Anggi,Dijepang berasnya bagus pulen ga dioplos pa. Disini mah bnyk beras oplosan dan palsu,-,0,Negatif,5,Marah,Beras:Mahal
arfan_01,lier pisan di bandingkn jepang dele atu japan negara maju bro ah,-,0,Negatif,2,Sarkas,Jepang:NotFair
CAKRA,kamu keuangan cukup rakyat mu menangis,-,0,Negatif,2,Sarkas,Mentan:Blunder
Justagamestore,"dia yg ngomong, dia juga yg jawab betul bu betul🗿",-,0,Negatif,2,Sarkas,Mentan:Blunder
Fall。,Kok bisa si segoblok ini masuk dpr😭,-,0,Negatif,2,Sarkas,Mentan:Blunder
DESMOND,"sui"" do tukune beras kencur",-,0,Negatif,2,Sarkas,Beras:Mahal
Alie Alie Topan,dinegara lain korupsi dihukum mati di Indonesia koruptor diamnesti😆😆😆😆,-,0,Negatif,1,Marah,Mentan:Blunder
Robby,"naik jd 200 rb/kg aku siiih ok, tp syaratnya Anda yg nanam padi nya!!",-,0,Positif,4,Senang,Beras:DapatDihargai
🔥JAYeeeeeN🔥,pak UMR/UMK nya berapa dulu pak😭misal harga beras segitu😭banyak kelaparan dong pak😭ga bisa beli beras yang jadi bahan pokok😭enak yang di atas2 tinggal minta naik2😭gimana yang di bawah😭,-,0,Negatif,1,Sedih,UMR/UMK:Beda
Ibrahim,gini aja pak kamu bisa tidak naikkan UMR Indonesia samakan dengan Jepang??? 🔥🔥🔥🔥,-,0,Negatif,5,Marah,Mentan:Blunder
Nico Rental Mobil,jepang negara maju woii Indonesia negara sengsara jgn kau samakan gmna sih pemikiran menteri yg satu ini,-,0,Negatif,1,Marah,Mentan:Blunder
Nuraeni,Woooyyyy lu pikir aja umr Jepang sama umr Indonesia jauhhhh banget beda nya anjirrr,-,0,Negatif,1,Marah,Mentan:Blunder
Gudang Lokal.id,"Beda bang, pendapatan indo sama jepanes saja beda bang, bagi mana tdk ribut 🙏🥺",-,0,Positif,5,Senang,Beda Bang:Bahagia
Chaplin,ini orang apa badut si,-,0,Negatif,2,Sarkas,Mentan:Blunder
Yadi Evans,lagi lucu2 nya ni bapak...,-,0,Negatif,2,Sarkas,Bapak:Lucu
cherrypanda,emang dah goblok semua DPR2 tu,-,0,Negatif,2,Sarkas,DPR2:Goblok
AzkaMakmurJaya,membandingkan sama jepang 😅😅 indonesia sama jepang antara bumi dan pluto..,-,0,Negatif,5,Sarkas,Aspek:SamaJepangTidakAppleToApple
ruMycyan💢,eror,-,0,Negatif,2,Marah,Harga:Beras:Mahal
𝙈𝙞𝙢𝙞𝙣,lol,-,0,Negatif,2,Sarkas,Beras:Mahal
renipujia,"Kalau uang beras kita 12 juta sebulan kayak BAPAK, mau harga 10 juta pun kita gak akan berontak pak.. msh untung 2 juta kita 😩",-,0,Positif,4,Senang,Beras:Murah
namasiapa,ya minimal setarakan dlu kesejahteraan rakyat nya kaya di jepang pendapatan rakyat juga kaya di jepang baru ngomong 😏,-,0,Negatif,2,Sarkas,Mentan:Blunder
DON'T PANIC,"kalau mau di samakan dengan negara Jepang, harusnya gaji dan kesejahteraan rakyat Indonesia juga harus di samakan dengan negara jepang.",-,0,Negatif,2,Sarkas,Gaji:Kecil
"Tupang ""DELANO VOICE""",cobak disamain gaji di jepang sma gaji umr di indonesia ini.. baru bisa cakap besar.. bisa pulak klian ekspor beras ke luar negri smntara rakyatmu sndri msih ada yg kelaparan.. 👏👏👏 buat pejabat negara indonesia,-,0,Positif,5,Senang,Gaji:Besar; Menteri:Pintar
fitriw2w,Si Bapak pura2 ga tau ya pendapatan masyarakat Indonesia dibandingkan Jepang haduh jauh pak .kocak,-,0,Negatif,1,Marah,Mentan:Pura2
meriiee,harga di jepang sama di indo mau di samain wkwkkw kmaren beras aja di oplos anjir ngakako,-,0,Negatif,1,Sarkas,Beras:Mahal
irvanhermawan77,orang eror jadi mentri gini😅,-,0,Negatif,2,Sarkas,Mentan:Blunder
Ipăng,"Mentri kok dongo,,,,,🤣🤣🤣",-,0,Negatif,2,Sarkas,Mentan:Dongo
Sulina,GX papa klo rakyatnya gajinya sama kayak DPR sehari 3 juta,-,0,Negatif,5,Marah,Gaji:Kecil
HA JMM shop,"klw mau buat harga beras 100 RB perkilo, naikkan pendapatan rakyat nya puluhan juta perbulan pak,, hadeh... gaji di Indonesia masih di angka 3 JT an perbuatannya somplak...",-,0,Negatif,1,Marah,Gaji:Kecil
🫰neng caca🫰,jepang mah d kayak kan oleh negara. indonesia d miskinkan oleh negar sendiri,-,0,Negatif,5,Marah,Indonesia:Miskinkan
Qwertyyy2222,harus ribut karna pemerintah tidak menyediakan lapangan kerja,-,0,Negatif,2,Marah,Pemerintah:KurangBisa
resda💋,ywdh gue pindah ke Jepang klo ga Jepang aja yg kesini,-,0,Negatif,5,Sarkas,Jepang:Kesini
EFRIZAL Dhief,ini lah contoh utusan dari presiden gemoy,-,0,Negatif,1,Marah,Mentan:Blunder
pinkygirl🌸💓,gajinya anyink bedaaa,-,0,Negatif,2,Sarkas,Gajinya:Mahal
akuanakibu12388,mrk ini pura2 bodo atau bodo beneran atau mereka nganggap rakyat itu bodo?,-,0,Negatif,1,Sarkas,Mentan:Bodo
Ajizxz,KAYA GINI KOK LOLOS😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
🅰️an,kapan si pinternya anggota dewa di NKRI ini ???? kok makin ke sini Makin Mundur aja pola pikirnya,-,0,Negatif,1,Sarkas,Pinternya:Mundur
Ndaa,pak.amaran pak amaran pak kmi rakyat kecil dan tak punya gaji ngs ky bpk bnyk duitnya 100 ribu itu besar pak 😡,-,0,Negatif,1,Marah,Beras:Mahal
Fani Hafid Mustofa,ohh pnts bdooh dia nyetarainn sama gajihnya 🤭🤭,-,0,Negatif,2,Sarkas,Mentan:Blunder
gittlight ✨,bapa ngomong gitu enakkk dapet tunjangan beras 12jt/bulannnnn!! rakyat dapet tunjangan seribu juga kagakkkk.,-,0,Negatif,1,Sarkas,Tunjangan:Beda
kaliban,"beras dari negara sebelah lebih murah,kami perbatasan lebih milih nanam padi dan beli beras diperbatasan",-,0,Positif,4,Senang,Beras:Murah
July Naibaho,hadeuh...heran mau koment apa..,-,0,Negatif,2,Sarkas,Mentan:Blunder
Punyasigemoy26,"umr jepang sama indo beda jauh, kok di bandingin. dpr emg bego smua ya?",-,0,Negatif,2,Marah,UMR:Bedasalah
"j, sho, diq",bedain negara maju sama negara tidak maju,-,0,Negatif,1,Marah,Beras:Mahal
minn.enn78,japan pemerintah nya pada bener,-,0,Positif,5,Senang,Pemerintah Jepang:Bener
bymedap,gila aku lama2 tengok berita dpr ni 😭😭😂,-,0,Negatif,2,Sarkas,Beras:Mahal
MasDhika,Trae ra ndue utek,-,0,Negatif,2,Sarkas,Beras:Mahal
pardinggaran,cuma dengar Jepang saja saya udah merinding😭,-,0,Negatif,2,Sedih,Jepang:Beda
kaksansss,"awal nikah sama suami, suami nanya, ini beras beli dimana sih rasanya beda. aku jawab di Indomaret, suami bilang, ngapain beli mahal mahal kualitas juga sama, yang di agen itu lebih enak, cobain beli merk ini kata suami. dan sampai sekarang aku nyesel nggak dengerin kata suami, ternyata dari gadis aku makan beras oplosan bjir😭. sekarang makan nasi pake beras sentra Ramos enak banget yaa pulen😭🙏",-,0,Positif,5,Senang,Beras:Enak
nsbrandcollection15,"ga usah bahas beras pak , keadilan sosial bagi seluruh rakyat Indonesia aja dlu 🔥",-,0,Negatif,2,Marah,Beras:Mahal
iznaAegy,TOLLLOLLLL,-,0,Negatif,1,Marah,Mentan:Blunder
149,penjabat jepang kalo salah sedikit aja mudur pak🤣,-,0,Positif,5,Senang,Penjabat Jepang:Keren
xtape,anda waras pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
見る嵳,t0l0l,-,0,Negatif,2,Marah,Beras:Mahal
oshashop12,"wajar di Jepang mahal yang nanem padi dikit pak, disini beras mahal tapi petani gak sejahtera",-,0,Negatif,2,Marah,Beras:Mahal
alvinaa💃💃,MANCHILDDD,-,0,Negatif,1,Sarkas,Mentan:Blunder
There🐣🌻✨,"Sini ke kaltim daerah mahakam hulu, harga beras 1jt, gaji pekerja ga seberapa di potong pajak pula untuk para pejabat yang ga tau2 sama kita, dibilang ribut siapa yang ga ribut segitu woy",-,0,Negatif,1,Marah,Beras:Mahal
Nazea135,"pak"" gaji Umr Kon tuku beres 1kg 100k koyok gajine kene Ki koyok jepang ae",-,0,Negatif,1,Marah,Gaji:Kecil
sopo,jepang kok di bandingin negara korup iya g nyambung..,-,0,Negatif,5,Sarkas,Jepang:Korup
"W1LD4N""🍂🍂""",naikan sja pak sklian 😡 toh rakyat menjerit pun tak mungkin Klian pedulikan yg ada hanya omon omon pak 😡😡😡,-,0,Negatif,1,Marah,Mentan:Blunder
Ben Beckman,ngomong naon ari sia ? 😩,-,0,Negatif,2,Sarkas,Mentan:Blunder
Debby Oemars,Mentri TOLOLLL...,-,0,Negatif,1,Sarkas,Mentan:TOLOLLL
baguszmp,"jpng disamain indo,nilai mt uang nya SJ beda jauh,,",-,0,Negatif,2,Marah,Jepang:Beda
Citra Wulansarii,"gaji dijepang besar pak, di indo umr 4jt beli beras 100x30 hari=3jt. sisa 1jt mana cukup buat kebutuhan lainnya🗿",-,0,Negatif,2,Sarkas,UMR:Beda
nr.aini01,berani2 nyama2in sama negara jepang😩,-,0,Negatif,2,Sarkas,Mentan:Blunder
SUPER Clay,Siapa si yang milih dpr,-,0,Negatif,5,Sarkas,Mentan:Blunder
drama,gmna tu pola pikirnya,-,0,Negatif,2,Sarkas,Pola Pikirnya:Keterlaluan
Baee 🦋🌻,umr 2jt aja banyak mau bjir,-,0,Negatif,2,Sarkas,UMR:Banyak
15Desember1997,"bedainnya sama negara maju ya kocak negara kita masih berkembang loh masih belum maju main di banding"" kan aja kocak kocak😆😆😆😆",-,0,Negatif,2,Sarkas,Beras:Mahal
Jo simataniari,"pada tahu gak kenapa Amran ini jadi menteri,walau pun gak bisa kerja...??? karena zaman Prabowo jadi menhan dan menanam ubi, si Amran ini berhasil panen jagung dalam polibag di lahan yang di tanam ubi sama Prabowo",-,0,Negatif,5,Sarkas,Mentan:Blunder
Suci Maulidayana,"ngomong sih enak, coba Rasain diposisi rakyat yg gk mampu, bahkan naik 500 perak aja itu udh mahal.",-,0,Negatif,2,Marah,Beras:Mahal
adhi tama,😅,-,0,Negatif,2,Marah,Harga:Beras:Mahal
mas bambang,dagelan neh metune. cookkk Mentri ko ngene kabeh,-,0,Negatif,5,Sarkas,Mentan:Dagelan
Dhi_JmR 04,perbandingan nya ama jepang sedangkan penghasilan kita gak sebanding sama jepang 😁,-,0,Negatif,2,Sarkas,Perbandingan:Beda
A,1 yen brpa amran..,-,0,Negatif,2,Sarkas,Mentan:Blunder
Izumi.,"jepang 100rb perkg tapi gajinya 10juta lebih pak, entee sekolah gasih anjayy",-,0,Positif,5,Senang,Gaji:Banyak
Eko dox,"iki indonesia ojo padakno jepang, pikiren rakyatmu, wes sejahtera opo durung, ngomong asal jeplak ae",-,0,Negatif,1,Sarkas,Mentan:Blunder
jekhson,lebih bnyk rakyat Indo dari pada rakyat jepang ayingg,-,0,Negatif,2,Marah,Beras:Mahal
musicasullenuvolestore,anggota DPR lulusan apa si ko mikirnya gitu,-,0,Negatif,1,Sarkas,Mentan:Blunder
Randylan,kocakkkkk wkwkk,-,0,Negatif,1,Sarkas,Beras:Mahal
Adi Eka,kebanyakan makan micin ni org konoha di samain sama jepang jauh om antara langit dan bumi,-,0,Negatif,1,Sarkas,Jepang:Berbeda
virgo girls♍02🇲🇨🇲🇾,kalau mau dibandingkan dengan jepang hrs nya gaji pekerja minimal 15-20 juta.trs kalau bnyak yg naik biar setara ..,-,0,Negatif,2,Sarkas,Gaji:Berkurang
Kipli Cuy,jepang sebulan 25-40 juta di indo UMR 2300 🤭,-,0,Negatif,1,Marah,Mentan:Blunder
Ajissrealll_,trah Yo gatelll sopo Wii,-,0,Negatif,2,Sarkas,Beras:Mahal
~𝐁𝐞𝐫𝐤𝐚𝐡𝟐~,"beras jepang cm 100 rb? klh donk sm beras anggota dpr, 1 kg setara 400 rb 🏃‍♀️🏃‍♀️🏃‍♀️",-,0,Negatif,5,Sarkas,Beras:Mahal
@Hakimpradanaputra,"Sukak Sukak Kelen lah bujang,",-,0,Negatif,2,Sarkas,Mentan:Blunder
Ahya.sahaja,"yah bingung sendiri 🤣 jepang cok bandingannya, apa nggak keren masyarakat kita ini😌",-,0,Positif,5,Senang,Jepang:Keren
A L E R G A,blooon blooon masa ke gini wakil rakyat 😅,-,0,Negatif,2,Sarkas,Mentan:Blunder
Vinacantik,"gaji 800 sebulan minta beras 100rb perkg , gwendenggg",-,0,Negatif,1,Marah,Gaji:BedaDenganHargaBeras
RATUIFAW💄,anjir semakin meggebu2 untuk di bubar kan🥰,-,0,Negatif,2,Sarkas,Beras:Mahal
senjakala,gaji jepang berapa paaaaakkkkkk😭,-,0,Negatif,2,Sarkas,Gaji:Kecil
uzumaki naruto,"gblkkkkkk,malah betul buk betul, 😭",-,0,Negatif,5,Sarkas,Beras:Mahal
siapaja,Wkwkw karena inflasi jepang dalam beberapa tahun terakhir naik pak makanya harga bahan pokok naik.fiat (yen)nya jepang melemah otomatis semua bahan pokok naik dan gak bisa di bandingin sama jepang jauh bgt,-,0,Positif,5,Senang,Jepang:Wajar
700+700,"koslet otak mentri model gini,,, konoha di bandingkan dgn jepang.. gimna nih pak prabowo model gini di jadikan mentri.",-,0,Negatif,1,Sarkas,Mentan:Blunder
💥RAJA COBRA💥,"naik harga beras, ya harus jaga harga beras hasil petani",-,0,Positif,4,Senang,Harga Beras:Wajar
alfian Pratama,"jepang UMR y juga gede, lah di Indonesia UMR y berapa",-,0,Negatif,2,Marah,Jepang:BedaUMR
bg D zainer,jgn ku smkn m jepng longorr,-,0,Negatif,2,Sarkas,Jepang:Longorr
Terserahh04,Logika pejabat tu ternyata dangkal2 bgtt yaa!!,-,0,Negatif,5,Sarkas,Mentan:Dangkal
Info_Warga_Rembang,"beras wes onk seng jatah eo enk olehe ngomong cobak dadio rakyat jelata opo GK mengkis"" urepmu 😤😤😤😤",-,0,Negatif,5,Sarkas,Beras:Mengeluh
Yyourchingu,"Kesel gw lama"" masa disamain sma jepang kocak bgt😠@Urminee💗💅🏻",-,0,Negatif,1,Sarkas,Mentan:Blunder
°❀⋆.ೃ࿔*:･,INI BAPAK SIAPA ANJIRRR 😭,-,0,Negatif,5,Marah,Mentan:Blunder
daffaaaa,jepang pendapatan masyarakat nya tinggi wajar harga di sana mahal,-,0,Positif,4,Senang,Jepang:DapatDiterima
abdi Ritonga,kinerja kalian juga GK sepadan SM pejabat Jepang,-,0,Negatif,1,Sarkas,Kinerja:MentanBlunder
Lina Tusiana,gaji lu gede pak mau beras naik brp ratus gabakal pusing lu. beda kaya kita2 yg umr atau dibawah umr sedangkan beras 5kg aja ga ckp sebulan jelas kl naik dikit kita komplen emg duit kita buat beli beras doang. emg ye orang2 dpr kudu dikasih paham dlu sm ka gem,-,0,Negatif,1,Marah,Beras:Mahal
_npy.__,TOMBOL EMOSI---------->>>,-,0,Negatif,1,Marah,Beras:Mahal
tejaarum232,parahh nieh org..gk nyadar kondisi...😂,-,0,Negatif,1,Marah,Mentan:Blunder
ndaa🐝,"Ya ribut lah anjjj,,,Lagian INDONESIA di bandingkan dgn JEPANG!! Minimal pejabat nya jgn korupsi lah dan negara nya udah maju,baru lo bisa berkata seperti itu!!",-,0,Negatif,2,Marah,Mentan:Korupsi
danis 𐙚˚ ࣪⊹,"di bandingkan dengan jepang, itu aja udah sesat logikaaaaaaaaaa. gitu kan yaa?",-,0,Negatif,5,Sarkas,Jepang:Blunder
Sintaだけ,yallah ga ada otak' nya org ini😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
kyy dejavu,"bukannya cari solusi malah ngebandingkan negara sendiri sama negara orang, kok bisa jadi DPR (pemimpin rakyat) modelan gini",-,0,Negatif,1,Sarkas,DPR:Blunder
darapusp,GOBLOKKKK DIA PUNYA OTAK GKSI?KO BS JDI PEJABAT,-,0,Negatif,5,Marah,Mentan:Blunder
•Haji_Jamal,Pov : Suwe suwe tambah suwe. 🤣,-,0,Positif,5,Senang,Pov:BisaDibilang
🍂,jepang emangnya makanan pokoknya beras??,-,0,Negatif,5,Sarkas,Jepang:BedaDenganUMRIndonesia
jesika27,tinggal di Jepang aja bapak sendiri. Jepang negara maju woi..,-,0,Negatif,2,Sarkas,Jepang:Kegagalan
padil,mentri apa nih makin hari makin gk ada yg beres 🤪🤪🤪,-,0,Negatif,2,Sarkas,Mentan:Blunder
♡ ♡,"bapak suka bcnda deh, jepang indo mah jauh bgt, jepang maju, indo stak pak",-,0,Negatif,1,Marah,Mentan:Blunder
gunata,"lucu nih org, beda jepang negara maju indo negara koruptor..",-,0,Negatif,5,Sarkas,Org:Beda
Salsa Bila,jangan pernah samakan indonesia dengan negara maju.kita aja bingung mau maju tapi dana dari Bu Sri mulyani gak ada.tidak menikmati pajak dari indonesia,-,0,Negatif,1,Marah,Mentan:Blunder
aditpeje,jirrr di samain sama jepang,-,0,Negatif,2,Sarkas,Jepang:Beda
panggilsajaani,"lm""ini anggota dpr gk pke logika y pikirannys",-,0,Negatif,5,Sarkas,Mentan:Blunder
Panz.,Beras masih impor cok,-,0,Negatif,2,Marah,Beras:Mahal
Winda,"jepang 100rb per kilo ya emg negara maju,indo harga beras naik pada mikir ga rata rata UMK nya berapa? bahkan rakyatnya banyak yg gajinya di bawah UMK,lah mereka mah enak ladang nyolong duit rakyat nya banyak wkwkwk",-,0,Negatif,5,Sarkas,Jepang:Konteks
yin,yaallah kenapa jadi dongo banget sih😭😭😭😭 pake bandingin sama jepang,-,0,Negatif,1,Sarkas,Bandingan:Mahal
roxyxyu,"ratakan dulu umr 10jt + baru harga beras 100rb gamasalh,umr 2jt suruh beli beras 1kg 100rb gelo",-,0,Negatif,1,Marah,Harga:Beras:Mahal
KADE SATU,Mereka ngerti ga seh apa yg mereka omongin???,-,0,Negatif,1,Marah,Mentan:Blunder
honeypie🍯,"pak logikanya ya umr dijepang aja berapa disini umrnya cuma 3jt pak,gaji 3jt bisa makan satu bulan aja udah alhamdulillah🤣🤣 dong po gk wee ki",-,0,Positif,5,Senang,Gaji:Banyak
ALPHA STICKER,cape bet gua tinggal di negara ini sumpah pemikiran pemerintah nya dongo semua,-,0,Negatif,1,Marah,Pemikiran Pemerintah:Mengkhawatirkan
azkiyaalfarezi,"jgn bandingkan jepang pak😅😅😅 jepang negara maju, kita negara maju kena mundur kena,,🤣🤣🤣",-,0,Negatif,2,Sarkas,Jepang:Beda
#faith76#,"pakkk jepang jarang makan nasi,kalo Indonesia buat² sehari hari wajarlah kalo ribut",-,0,Positif,5,Senang,Jepang:KurangSignifikansiNasi
gam?,gk sekalian aj 1jt perkilo anj biar lebih maju dari jepang hahaha,-,0,Positif,5,Senang,Beras:Murah
Welry Surya Harkokoh,😅😅😅😅ampun lah...,-,0,Negatif,5,Sarkas,Mentan:Blunder
JIBONSLIMA,KPK periksa nih orang .,-,0,Negatif,2,Marah,Mentan:Blunder
EzzaAlkahf,heeh di jepang mah gajih garede ai manehh di negara aing mah ripuhhhhhhhh gajih gee,-,0,Negatif,1,Sarkas,Jepang:Mahal
beny,"hahahahahah,,, 😁😁😁 pandaiiii tioriiii !!!! sesekali praktek donggg tuannnnnn",-,0,Positif,5,Senang,Pandai:Bahagia
BlackBOXs5,Kalo jwbn kya gini mah gw bisa jadi dpr,-,0,Negatif,5,Sarkas,Mentan:Blunder
Riday2209,"dijakarta aja Mash ada gaji yg 1,5 masak dibandingin SMA jepang😏",-,0,Negatif,2,Sarkas,Gaji:Kecil
Angkringan Balap Yadinama,Cocote amoh temen kang madakna karo japan,-,0,Negatif,2,Sarkas,Mentan:Blunder
zilanramadhan,negara maju sama negara' halusinasi mau di sama in,-,0,Negatif,1,Sarkas,Jepang:Halusinasi
πRey↑,ya udah naikin dulu gaji orng Indonesia orng jepang bisa baju mah pajak naik gaji naik,-,0,Negatif,2,Sarkas,Gaji:Kecil
kenapa?gasuka?,"alah lawak banget njir, di Indonesia makanan utama nasi, banyak tanah ditanami padi, masaiya mau dibandingin sama Jepang, malahan kalo Jepang isinya sawah semua tuh beras cuma 5000 perak sekilo",-,0,Negatif,5,Sarkas,Beras:Mahal
lahajatalah,pengen salto saking stressnya dengerin omongannya🤸‍♂️🗿,-,0,Negatif,2,Sarkas,Mentan:Blunder
Raja.,gimana ga di samain orang gaji dia aja 100jt perbulan mana tau gaji rakyat terlantar,-,0,Negatif,1,Marah,Gaji:Kecil
neededme_23,Dia dongo apa kita yg dongo,-,0,Negatif,2,Sarkas,Mentan:Blunder
andri,lu pak orng kaum gaji besar nah gimna rakyat kecil .harga Kya sekarang aza sudah ada yg susah mkan .apalagi klu 100 ribu,-,0,Negatif,1,Marah,Beras:Mahal
Ntiw28,MAKANYA NAIKIN JUGA DOOOONG GAJI UMK DI SELURUH INDONESIA NYA PAKKKKKK 👻,-,0,Negatif,5,Marah,Gaji:Kecil
AbdulAziz Pasaribu,"pak UMR jepang 20 atau 26jt sebulan pak,Indonesia pa segitu gaji nya pak menteri",-,0,Negatif,5,Marah,Gaji:Kecil
₲₳₦🅓𝕦𝕝²,"kalo umr kota kecil seperti kudus,jepara nyentuh di angka 30jt sebulan mah gapapa",-,0,Negatif,2,Sarkas,UMR:Beda
